citation_id,source_url,source_type,capture_date,capture_method,source_file,competitor
C0001,https://apexitemstore.com/,community_tracker,2026-04-21,web_search_aggregation,apex_item_store_2026-04-21.json,Apex Legends
C0002,https://apexitemstore.com/category/store/,community_tracker,2026-04-21,web_search_aggregation,apex_item_store_2026-04-21.json,Apex Legends
C0003,https://apexlegends.fandom.com/wiki/Store,community_tracker,2026-04-21,web_search_aggregation,apex_item_store_2026-04-21.json,Apex Legends
C0004,https://apexlegends.fandom.com/wiki/Currency,community_tracker,2026-04-21,web_search_aggregation,apex_item_store_2026-04-21.json,Apex Legends
C0005,https://apexlegends.wiki.gg/wiki/Store,community_tracker,2026-04-21,web_search_aggregation,apex_item_store_2026-04-21.json,Apex Legends
C0006,https://droid4x.com/apex-coins-to-usd-calculator/,community_tracker,2026-04-21,web_search_aggregation,apex_item_store_2026-04-21.json,Apex Legends
C0007,https://gameriv.com/apex-legends-golden-week-skins-first-look-price-release-date/,community_tracker,2026-04-21,web_search_aggregation,apex_item_store_2026-04-21.json,Apex Legends
C0008,https://store.fcm.ea.com/en-us/easports-fcmobile,community_tracker,2026-04-21,web_search_aggregation,ea_fc_mobile_pricing_2026-04-21.json,EA FC Mobile
C0009,https://help.ea.com/en/articles/ea-sports-fc/fc-mobile/fc-mobile-points-and-silver/,community_tracker,2026-04-21,web_search_aggregation,ea_fc_mobile_pricing_2026-04-21.json,EA FC Mobile
C0010,https://www.fifamobileguide.com/currencies,community_tracker,2026-04-21,web_search_aggregation,ea_fc_mobile_pricing_2026-04-21.json,EA FC Mobile
C0011,https://www.fifamobileguide.com/star-pass,community_tracker,2026-04-21,web_search_aggregation,ea_fc_mobile_pricing_2026-04-21.json,EA FC Mobile
C0012,https://apps.apple.com/us/app/ea-sports-fc-mobile-soccer-26/id1094930513,community_tracker,2026-04-21,web_search_aggregation,ea_fc_mobile_pricing_2026-04-21.json,EA FC Mobile
C0013,https://play.google.com/store/apps/details?id=com.ea.gp.fifamobile&hl=en_US,community_tracker,2026-04-21,web_search_aggregation,ea_fc_mobile_pricing_2026-04-21.json,EA FC Mobile
C0014,https://www.sportskeeda.com/mobile-games/ea-fc-mobile-2nd-anniversary-star-pass-price-rewards-earn-pass-credits,community_tracker,2026-04-21,web_search_aggregation,ea_fc_mobile_pricing_2026-04-21.json,EA FC Mobile
C0015,https://www.sportskeeda.com/mobile-games/ea-fc-mobile-pitch-beats-star-pass-best-rewards-price-get-credits,community_tracker,2026-04-21,web_search_aggregation,ea_fc_mobile_pricing_2026-04-21.json,EA FC Mobile
C0016,https://www.offgamers.com/product/ea-sports-fc-mobile-gift-cards,community_tracker,2026-04-21,web_search_aggregation,ea_fc_mobile_pricing_2026-04-21.json,EA FC Mobile
